  1       6                   12                TTRIA1.DAT
  1       1                    2     1.66666666666667e-001
  1       2                    1     8.33333333333333e-002
  1       3                    1     8.33333333333333e-002
  2       2                    2     1.66666666666667e-001
  2       3                    1     8.33333333333333e-002
  3       3                    2     1.66666666666667e-001
