  3     210                 4480                TTETR3.DAT
  1       1                   16     3.57142857142857e-003
  1       2                  -12    -2.67857142857143e-003
  1       3                  -12    -2.67857142857143e-003
  1       4                  -12    -2.67857142857143e-003
  1       5                    6     1.33928571428571e-003
  1       6                   18     4.01785714285714e-003
  1       7                   18     4.01785714285714e-003
  1       8                    6     1.33928571428571e-003
  1       9                   18     4.01785714285714e-003
  1      10                    6     1.33928571428571e-003
  1      11                    2     4.46428571428572e-004
  1      12                    3     6.69642857142857e-004
  1      13                    3     6.69642857142857e-004
  1      14                    3     6.69642857142857e-004
  1      15                   36     8.03571428571429e-003
  1      16                    3     6.69642857142857e-004
  1      17                    2     4.46428571428572e-004
  1      18                    3     6.69642857142857e-004
  1      19                    3     6.69642857142857e-004
  1      20                    2     4.46428571428572e-004
  2       2                  108     2.41071428571429e-002
  2       3                   54     1.20535714285714e-002
  2       4                   54     1.20535714285714e-002
  2       5                  -54    -1.20535714285714e-002
  2       6                    0     0.00000000000000e+000
  2       7                    0     0.00000000000000e+000
  2       8                  -27    -6.02678571428572e-003
  2       9                    0     0.00000000000000e+000
  2      10                  -27    -6.02678571428572e-003
  2      11                    6     1.33928571428571e-003
  2      12                  -27    -6.02678571428572e-003
  2      13                  -27    -6.02678571428572e-003
  2      14                    0     0.00000000000000e+000
  2      15                  -54    -1.20535714285714e-002
  2      16                    0     0.00000000000000e+000
  2      17                    3     6.69642857142857e-004
  2      18                    0     0.00000000000000e+000
  2      19                    0     0.00000000000000e+000
  2      20                    3     6.69642857142857e-004
  3       3                  108     2.41071428571429e-002
  3       4                   54     1.20535714285714e-002
  3       5                  -27    -6.02678571428572e-003
  3       6                    0     0.00000000000000e+000
  3       7                    0     0.00000000000000e+000
  3       8                  -54    -1.20535714285714e-002
  3       9                    0     0.00000000000000e+000
  3      10                  -27    -6.02678571428572e-003
  3      11                    3     6.69642857142857e-004
  3      12                    0     0.00000000000000e+000
  3      13                    0     0.00000000000000e+000
  3      14                  -27    -6.02678571428572e-003
  3      15                  -54    -1.20535714285714e-002
  3      16                    0     0.00000000000000e+000
  3      17                    6     1.33928571428571e-003
  3      18                  -27    -6.02678571428572e-003
  3      19                    0     0.00000000000000e+000
  3      20                    3     6.69642857142857e-004
  4       4                  108     2.41071428571429e-002
  4       5                  -27    -6.02678571428572e-003
  4       6                    0     0.00000000000000e+000
  4       7                    0     0.00000000000000e+000
  4       8                  -27    -6.02678571428572e-003
  4       9                    0     0.00000000000000e+000
  4      10                  -54    -1.20535714285714e-002
  4      11                    3     6.69642857142857e-004
  4      12                    0     0.00000000000000e+000
  4      13                    0     0.00000000000000e+000
  4      14                    0     0.00000000000000e+000
  4      15                  -54    -1.20535714285714e-002
  4      16                  -27    -6.02678571428572e-003
  4      17                    3     6.69642857142857e-004
  4      18                    0     0.00000000000000e+000
  4      19                  -27    -6.02678571428572e-003
  4      20                    6     1.33928571428571e-003
  5       5                  108     2.41071428571429e-002
  5       6                    0     0.00000000000000e+000
  5       7                    0     0.00000000000000e+000
  5       8                    0     0.00000000000000e+000
  5       9                  -54    -1.20535714285714e-002
  5      10                    0     0.00000000000000e+000
  5      11                  -12    -2.67857142857143e-003
  5      12                   54     1.20535714285714e-002
  5      13                   54     1.20535714285714e-002
  5      14                  -27    -6.02678571428572e-003
  5      15                    0     0.00000000000000e+000
  5      16                  -27    -6.02678571428572e-003
  5      17                    3     6.69642857142857e-004
  5      18                    0     0.00000000000000e+000
  5      19                    0     0.00000000000000e+000
  5      20                    3     6.69642857142857e-004
  6       6                  432     9.64285714285714e-002
  6       7                  216     4.82142857142857e-002
  6       8                    0     0.00000000000000e+000
  6       9                  216     4.82142857142857e-002
  6      10                  -54    -1.20535714285714e-002
  6      11                   18     4.01785714285714e-003
  6      12                    0     0.00000000000000e+000
  6      13                    0     0.00000000000000e+000
  6      14                    0     0.00000000000000e+000
  6      15                  216     4.82142857142857e-002
  6      16                  -54    -1.20535714285714e-002
  6      17                   18     4.01785714285714e-003
  6      18                    0     0.00000000000000e+000
  6      19                  -54    -1.20535714285714e-002
  6      20                   36     8.03571428571429e-003
  7       7                  432     9.64285714285714e-002
  7       8                  -54    -1.20535714285714e-002
  7       9                  216     4.82142857142857e-002
  7      10                    0     0.00000000000000e+000
  7      11                   18     4.01785714285714e-003
  7      12                    0     0.00000000000000e+000
  7      13                    0     0.00000000000000e+000
  7      14                  -54    -1.20535714285714e-002
  7      15                  216     4.82142857142857e-002
  7      16                    0     0.00000000000000e+000
  7      17                   36     8.03571428571429e-003
  7      18                  -54    -1.20535714285714e-002
  7      19                    0     0.00000000000000e+000
  7      20                   18     4.01785714285714e-003
  8       8                  108     2.41071428571429e-002
  8       9                    0     0.00000000000000e+000
  8      10                    0     0.00000000000000e+000
  8      11                    3     6.69642857142857e-004
  8      12                  -27    -6.02678571428572e-003
  8      13                    0     0.00000000000000e+000
  8      14                   54     1.20535714285714e-002
  8      15                    0     0.00000000000000e+000
  8      16                    0     0.00000000000000e+000
  8      17                  -12    -2.67857142857143e-003
  8      18                   54     1.20535714285714e-002
  8      19                  -27    -6.02678571428572e-003
  8      20                    3     6.69642857142857e-004
  9       9                  432     9.64285714285714e-002
  9      10                    0     0.00000000000000e+000
  9      11                   36     8.03571428571429e-003
  9      12                  -54    -1.20535714285714e-002
  9      13                  -54    -1.20535714285714e-002
  9      14                    0     0.00000000000000e+000
  9      15                  216     4.82142857142857e-002
  9      16                    0     0.00000000000000e+000
  9      17                   18     4.01785714285714e-003
  9      18                    0     0.00000000000000e+000
