  2       7                   27                CLINE2.DAT
  1       1                   27     1.00000000000000e+000
  1       2                    4     1.48148148148148e-001
  1       3                   -1    -3.70370370370370e-002
  2       2                   16     5.92592592592593e-001
  2       3                    8     2.96296296296296e-001
  3       2                   -2    -7.40740740740741e-002
  3       3                    2     7.40740740740741e-002
