  6     505               823543                CTRIA6.DAT
  1       1               823543     1.00000000000000e+000
  1       2                22968     2.78892541130214e-002
  1       3                22968     2.78892541130214e-002
  1       4                -6900    -8.37843318442388e-003
  1       5                -6900    -8.37843318442388e-003
  1       6                -6900    -8.37843318442388e-003
  1       7                 2992     3.63308291127482e-003
  1       8                 2992     3.63308291127482e-003
  1       9                 2992     3.63308291127482e-003
  1      10                 2992     3.63308291127482e-003
  1      11                -1683    -2.04360913759209e-003
  1      12                -1683    -2.04360913759209e-003
  1      13                -1683    -2.04360913759209e-003
  1      14                -1683    -2.04360913759209e-003
  1      15                -1683    -2.04360913759209e-003
  1      16                 1104     1.34054930950782e-003
  1      17                 1104     1.34054930950782e-003
  1      18                 1104     1.34054930950782e-003
  1      19                 1104     1.34054930950782e-003
  1      20                 1104     1.34054930950782e-003
  1      21                 1104     1.34054930950782e-003
  1      22                 -638    -7.74701503139484e-004
  1      23                 -638    -7.74701503139484e-004
  1      24                 -638    -7.74701503139484e-004
  1      25                 -638    -7.74701503139484e-004
  1      26                 -638    -7.74701503139484e-004
  1      27                 -638    -7.74701503139484e-004
  1      28                 -638    -7.74701503139484e-004
  2       2               826848     1.00401314806877e+000
  2       4                99360     1.20649437855704e-001
  2       5                49680     6.03247189278520e-002
  2       7               -29376    -3.56702685834255e-002
  2       8               -19584    -2.37801790556170e-002
  2       9                -9792    -1.18900895278085e-002
  2      11                14256     1.73105715184271e-002
  2      12                10692     1.29829286388203e-002
  2      13                 7128     8.65528575921354e-003
  2      14                 3564     4.32764287960677e-003
  2      16                -8640    -1.04912554657134e-002
  2      17                -6912    -8.39300437257071e-003
  2      18                -5184    -6.29475327942803e-003
  2      19                -3456    -4.19650218628536e-003
  2      20                -1728    -2.09825109314268e-003
  2      22                 4752     5.77019050614236e-003
  2      23                 3960     4.80849208845197e-003
  2      24                 3168     3.84679367076158e-003
  2      25                 2376     2.88509525307118e-003
  2      26                 1584     1.92339683538079e-003
  2      27                  792     9.61698417690394e-004
  3       3               826848     1.00401314806877e+000
  3       5                49680     6.03247189278520e-002
  3       6                99360     1.20649437855704e-001
  3       8                -9792    -1.18900895278085e-002
  3       9               -19584    -2.37801790556170e-002
  3      10               -29376    -3.56702685834255e-002
  3      12                 3564     4.32764287960677e-003
  3      13                 7128     8.65528575921354e-003
  3      14                10692     1.29829286388203e-002
  3      15                14256     1.73105715184271e-002
  3      17                -1728    -2.09825109314268e-003
  3      18                -3456    -4.19650218628536e-003
  3      19                -5184    -6.29475327942803e-003
  3      20                -6912    -8.39300437257071e-003
  3      21                -8640    -1.04912554657134e-002
  3      23                  792     9.61698417690394e-004
  3      24                 1584     1.92339683538079e-003
  3      25                 2376     2.88509525307118e-003
  3      26                 3168     3.84679367076158e-003
  3      27                 3960     4.80849208845197e-003
  3      28                 4752     5.77019050614236e-003
  4       2              -258390    -3.13754108771491e-001
  4       4               621000     7.54058986598150e-001
  4       5               -62100    -7.54058986598150e-002
  4       7               201960     2.45233096511050e-001
  4       8                61200     7.43130595488032e-002
  4       9                -6120    -7.43130595488032e-003
  4      11               -60588    -7.35699289533151e-002
  4      12               -29403    -3.57030537567559e-002
  4      13                -8910    -1.08191071990169e-002
  4      14                  891     1.08191071990169e-003
  4      16                31050     3.77029493299075e-002
  4      17                18360     2.22939178646409e-002
  4      18                 8910     1.08191071990169e-002
  4      19                 2700     3.27851733303543e-003
  4      20                 -270    -3.27851733303543e-004
  4      22               -15660    -1.90154005316055e-002
  4      23               -10350    -1.25676497766358e-002
  4      24                -6120    -7.43130595488032e-003
  4      25                -2970    -3.60636906633898e-003
  4      26                 -900    -1.09283911101181e-003
  4      27                   90     1.09283911101181e-004
  5       5               745200     9.04870783917780e-001
  5       8               146880     1.78351342917128e-001
  5       9               146880     1.78351342917128e-001
  5      12               -32076    -3.89487859164610e-002
  5      13               -42768    -5.19317145552813e-002
  5      14               -32076    -3.89487859164610e-002
  5      17                12960     1.57368831985701e-002
  5      18                19440     2.36053247978551e-002
  5      19                19440     2.36053247978551e-002
  5      20                12960     1.57368831985701e-002
  5      23                -5400    -6.55703466607087e-003
  5      24                -8640    -1.04912554657134e-002
  5      25                -9720    -1.18026623989276e-002
  5      26                -8640    -1.04912554657134e-002
  5      27                -5400    -6.55703466607087e-003
  6       3              -258390    -3.13754108771491e-001
  6       5               -62100    -7.54058986598150e-002
  6       6               621000     7.54058986598150e-001
  6       8                -6120    -7.43130595488032e-003
  6       9                61200     7.43130595488032e-002
  6      10               201960     2.45233096511050e-001
  6      12                  891     1.08191071990169e-003
  6      13                -8910    -1.08191071990169e-002
  6      14               -29403    -3.57030537567559e-002
  6      15               -60588    -7.35699289533151e-002
  6      17                 -270    -3.27851733303543e-004
  6      18                 2700     3.27851733303543e-003
  6      19                 8910     1.08191071990169e-002
  6      20                18360     2.22939178646409e-002
  6      21                31050     3.77029493299075e-002
  6      23                   90     1.09283911101181e-004
  6      24                 -900    -1.09283911101181e-003
  6      25                -2970    -3.60636906633898e-003
  6      26                -6120    -7.43130595488032e-003
  6      27               -10350    -1.25676497766358e-002
  6      28               -15660    -1.90154005316055e-002
  7       2               183744     2.23114032904171e-001
  7       4              -184000    -2.23424884917970e-001
  7       5                73600     8.93699539671881e-002
  7       7               359040     4.35969949352979e-001
  7       8               -54400    -6.60560529322695e-002
  7       9                21760     2.64224211729078e-002
  7      11               269280     3.26977462014734e-001
  7      12                52272     6.34720955675660e-002
  7      13                -7920    -9.61698417690394e-003
  7      14                 3168     3.84679367076158e-003
  7      16               -73600    -8.93699539671881e-002
  7      17               -27200    -3.30280264661347e-002
  7      18                -5280    -6.41132278460263e-003
  7      19                  800     9.71412543121610e-004
  7      20                 -320    -3.88565017248644e-004
  7      22                30624     3.71856721506952e-002
  7      23                14720     1.78739907934376e-002
  7      24                 5440     6.60560529322695e-003
  7      25                 1056     1.28226455692053e-003
  7      26                 -160    -1.94282508624322e-004
  7      27                   64     7.77130034497288e-005
  8       5              -165600    -2.01082396426173e-001
  8       8               489600     5.94504476390425e-001
  8       9               -97920    -1.18900895278085e-001
  8      12               235224     2.85624430054047e-001
  8      13               142560     1.73105715184271e-001
  8      14               -21384    -2.59658572776406e-002
  8      17               -48960    -5.94504476390425e-002
  8      18               -47520    -5.77019050614236e-002
  8      19               -21600    -2.62281386642835e-002
  8      20                 2880     3.49708515523780e-003
  8      23                16560     2.01082396426173e-002
  8      24                19584     2.37801790556170e-002
  8      25                14256     1.73105715184271e-002
  8      26                 5760     6.99417031047559e-003
  8      27                 -720    -8.74271288809449e-004
  9       5              -165600    -2.01082396426173e-001
  9       8               -97920    -1.18900895278085e-001
  9       9               489600     5.94504476390425e-001
  9      12               -21384    -2.59658572776406e-002
  9      13               142560     1.73105715184271e-001
  9      14               235224     2.85624430054047e-001
  9      17                 2880     3.49708515523780e-003
  9      18               -21600    -2.62281386642835e-002
  9      19               -47520    -5.77019050614236e-002
  9      20               -48960    -5.94504476390425e-002
  9      23                 -720    -8.74271288809449e-004
  9      24                 5760     6.99417031047559e-003
  9      25                14256     1.73105715184271e-002
  9      26                19584     2.37801790556170e-002
  9      27                16560     2.01082396426173e-002
 10       3               183744     2.23114032904171e-001
 10       5                73600     8.93699539671881e-002
 10       6              -184000    -2.23424884917970e-001
 10       8                21760     2.64224211729078e-002
 10       9               -54400    -6.60560529322695e-002
 10      10               359040     4.35969949352979e-001
 10      12                 3168     3.84679367076158e-003
 10      13                -7920    -9.61698417690394e-003
 10      14                52272     6.34720955675660e-002
 10      15               269280     3.26977462014734e-001
 10      17                 -320    -3.88565017248644e-004
 10      18                  800     9.71412543121610e-004
 10      19                -5280    -6.41132278460263e-003
 10      20               -27200    -3.30280264661347e-002
 10      21               -73600    -8.93699539671881e-002
 10      23                   64     7.77130034497288e-005
 10      24                 -160    -1.94282508624322e-004
 10      25                 1056     1.28226455692053e-003
 10      26                 5440     6.60560529322695e-003
 10      27                14720     1.78739907934376e-002
 10      28                30624     3.71856721506952e-002
 11       2               -93960    -1.14092403189633e-001
 11       4                77625     9.42573733247687e-002
 11       5               -51750    -6.28382488831792e-002
 11       7               -80784    -9.80932386044202e-002
 11       8                36720     4.45878357292819e-002
 11       9               -24480    -2.97252238195213e-002
 11      11               151470     1.83924822383288e-001
 11      12               -29403    -3.57030537567559e-002
 11      13                13365     1.62286607985254e-002
 11      14                -8910    -1.08191071990169e-002
 11      16               248400     3.01623594639260e-001
 11      17                30600     3.71565297744016e-002
 11      18                -5940    -7.21273813267795e-003
 11      19                 2700     3.27851733303543e-003
 11      20                -1800    -2.18567822202362e-003
 11      22               -43065    -5.22923514619152e-002
 11      23               -12420    -1.50811797319630e-002
 11      24                -1530    -1.85782648872008e-003
 11      25                  297     3.60636906633898e-004
 11      26                 -135    -1.63925866651772e-004
 11      27                   90     1.09283911101181e-004
 12       5                82800     1.00541198213087e-001
 12       8               -97920    -1.18900895278085e-001
 12       9                78336     9.51207162224681e-002
 12      12               235224     2.85624430054047e-001
 12      13               -71280    -8.65528575921354e-002
 12      14                42768     5.19317145552813e-002
 12      17               244800     2.97252238195213e-001
 12      18                95040     1.15403810122847e-001
 12      19               -21600    -2.62281386642835e-002
 12      20                11520     1.39883406209512e-002
 12      23               -33120    -4.02164792852347e-002
 12      24               -24480    -2.97252238195213e-002
 12      25                -7128    -8.65528575921354e-003
 12      26                 1440     1.74854257761890e-003
 12      27                 -720    -8.74271288809449e-004
 13       5                15525     1.88514746649537e-002
 13       8               -73440    -8.91756714585638e-002
 13       9               -73440    -8.91756714585638e-002
