  1       7                    4                CTETR1.DAT
  1       1                    4     1.00000000000000e+000
  1       2                    1     2.50000000000000e-001
  1       3                    1     2.50000000000000e-001
  1       4                    1     2.50000000000000e-001
  2       2                    1     2.50000000000000e-001
  3       3                    1     2.50000000000000e-001
  4       4                    1     2.50000000000000e-001
