  2       6                    3                SLINE2.DAT
  1       1                    7     2.33333333333333e+000
  1       2                   -8    -2.66666666666667e+000
  1       3                    1     3.33333333333333e-001
  2       2                   16     5.33333333333333e+000
  2       3                   -8    -2.66666666666667e+000
  3       3                    7     2.33333333333333e+000
